settlement-id,settlement-start-date,settlement-end-date,deposit-date,total-amount,currency,transaction-type,order-id,merchant-order-id,adjustment-id,shipment-id,marketplace-name,amount-type,amount-description,amount,fulfillment-id,posted-date,posted-date-time,order-item-code,merchant-order-item-id,merchant-adjustment-item-id,sku,quantity-purchased,promotion-id
18681125082,26.10.2022 03:11:59 UTC,02.11.2022 03:12:00 UTC,04.11.2022 03:12:00 UTC,161564.64,INR,,,,,,,,,,,,,,,,,,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemPrice,Principal,244.92,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemPrice,Product Tax,44.08,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemTCS,TCS-IGST,-2.45,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemTDS,TDS (Section 194-O),-2.45,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemFees,Commission,-18.79,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemFees,Commission CGST,-1.69,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemFees,Commission SGST,-1.69,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemFees,Fixed closing fee,-6,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemFees,Fixed closing fee CGST,-0.54,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,404-2887794-4638705,,,DYlFSvgtQ,Amazon.in,ItemFees,Fixed closing fee SGST,-0.54,MFN,26.10.2022,26.10.2022 09:09:05 UTC,1.51782E+13,,,SAPILSOLDDEOBLUE200ML,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemPrice,Principal,278.81,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemPrice,Product Tax,50.19,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemTCS,TCS-IGST,-2.51,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemTDS,TDS (Section 194-O),-2.51,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemFees,FBA Pick & Pack Fee,-13,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemFees,FBA Pick & Pack Fee CGST,-1.17,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemFees,FBA Pick & Pack Fee SGST,-1.17,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemFees,FBA Weight Handling Fee,-60,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemFees,FBA Weight Handling Fee CGST,-5.4,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemFees,FBA Weight Handling Fee SGST,-5.4,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
18681125082,,,,,,Order,171-9897719-2012362,171-9897719-2012362,,D3Jhp7zpZ,Amazon.in,ItemFees,Commission,-5.92,AFN,26.10.2022,26.10.2022 06:09:45 UTC,2.39667E+12,,,AFCH9011BRBR,1,
